$contributor.employer.matched
                                                   (Intercept)    cycle2020
ALR TECHNOLOGIES INC.                            -0.2499074343 0.0004838053
Alset Inc.                                       -0.4585164690 0.0004838053
ALSTOM                                           -0.2901072393 0.0004838053
Alta Mesa Holdings, LP                            0.5970327070 0.0004838053
AltaGas Ltd.                                     -0.1941004864 0.0004838053
Altair Engineering Inc.                          -0.1718573940 0.0004838053
ALTERA CORP                                      -0.1465585650 0.0004838053
ALTERITY THERAPEUTICS LTD                        -0.1388683212 0.0004838053
Alternate Energy Solutions, Inc.                 -0.0969479639 0.0004838053
Alternative Energy Development Corp              -0.1955065371 0.0004838053
ALTERRA HEALTHCARE CORP                          -0.3373682795 0.0004838053
Alteryx, Inc.                                    -0.1806461481 0.0004838053
ALTEVA, INC.                                     -0.2268380163 0.0004838053
ALTEX INDUSTRIES INC                             -0.2059778116 0.0004838053
AltheaDx, Inc.                                   -0.3633886447 0.0004838053
ALTIGEN COMMUNICATIONS INC                       -0.2368065607 0.0004838053
Altimmune, Inc.                                  -0.2259459650 0.0004838053
Alto Ingredients, Inc.                           -0.2668742944 0.0004838053
Alto Neuroscience, Inc.                          -0.3352625319 0.0004838053
ALTON REAL ESTATE INC                            -0.1770673881 0.0004838053
Altra Industrial Motion, Inc.                    -0.1596939477 0.0004838053
ALTRES INC                                       -0.3618009254 0.0004838053
ALTRIA GROUP, INC.                                0.7529999753 0.0004838053
ALTRON INC                                       -0.2278650347 0.0004838053
Altus Power, Inc.                                -0.0448474344 0.0004838053
ALUMIS INC.                                      -0.1359082172 0.0004838053
Alvotech                                          0.9618894452 0.0004838053
ALZA CORP                                        -0.2706450803 0.0004838053
ALZHEON, INC.                                    -0.2415341136 0.0004838053
AM COMMUNICATIONS INC                             0.0040390262 0.0004838053
AM GENERAL CORP                                   0.0225318130 0.0004838053
Amada Co Ltd                                     -0.2762422384 0.0004838053
AMAG PHARMACEUTICALS, INC.                       -0.1978230324 0.0004838053
AMANDA CO INC                                    -0.0013264667 0.0004838053
AMARIN CORP PLC                                   0.0840303890 0.0004838053
AMAZON COM INC                                   -0.1755213744 0.0004838053
AMB FINANCIAL CORP                               -0.4086277986 0.0004838053
AMBAR INC                                        -0.1163628243 0.0004838053
AMBARELLA INC                                    -0.1104162863 0.0004838053
Amber Hill, Inc.                                  0.0042314300 0.0004838053
Amber Road, Inc.                                 -0.0288414003 0.0004838053
Ambiq Micro, Inc.                                 0.3084134197 0.0004838053
AMBRX INC                                        -0.3781266305 0.0004838053
AMC ENTERTAINMENT INC                            -0.2457083149 0.0004838053
AMC FINANCIAL INC                                 0.3859618372 0.0004838053
AMC INC                                          -0.2949441694 0.0004838053
AMCOL INTERNATIONAL CORP                         -0.1347261354 0.0004838053
AMCON DISTRIBUTING CO                            -0.1719000814 0.0004838053
Amcor Flexibles North America, Inc.              -0.1062505597 0.0004838053
Amcor plc                                        -0.1634086872 0.0004838053
AMCORD INC                                        0.0040251314 0.0004838053
AMDOCS LTD                                       -0.1438277386 0.0004838053
Amec Foster Wheeler plc                          -0.2854639854 0.0004838053
AMEDISYS INC                                     -0.1675032210 0.0004838053
AMELCO CORP                                      -0.2759132440 0.0004838053
Amer Sports, Inc.                                -0.2475963965 0.0004838053
AMEREN CORP                                      -0.2578617227 0.0004838053
Ameren Illinois Co                               -0.1932061265 0.0004838053
Ameresco, Inc.                                   -0.1994385458 0.0004838053
AMEREX GROUP, INC.                               -0.0174531487 0.0004838053
AMERICA CAPITAL CORP                              0.0288699334 0.0004838053
AMERICA WEST AIRLINES INC                         1.6544361951 0.0004838053
AMERICAN ACHIEVEMENT CORP                        -0.4866560297 0.0004838053
American Addiction Centers, Inc.                 -0.3299056591 0.0004838053
American Airlines Group Inc.                     -0.1349288314 0.0004838053
AMERICAN AIRLINES, INC.                          -0.1397285670 0.0004838053
AMERICAN APPAREL, INC                            -0.3558080289 0.0004838053
American Assets Trust, Inc.                      -0.0789842365 0.0004838053
AMERICAN AXLE & MANUFACTURING INC                -0.2858985406 0.0004838053
AMERICAN BANK INC                                 0.6001996459 0.0004838053
AMERICAN BANKNOTE CORP                           -0.0364720175 0.0004838053
AMERICAN BARGE LINE CO                           -0.3555464035 0.0004838053
AMERICAN BATTERY TECHNOLOGY Co                    1.1841054284 0.0004838053
AMERICAN BENEFITS GROUP INC                      -0.2221304394 0.0004838053
AMERICAN BILTRITE INC                            -0.2832125767 0.0004838053
AMERICAN BIO MEDICA CORP                         -0.1262678616 0.0004838053
AMERICAN BUSINESS CORP                           -0.0537352737 0.0004838053
American Business Services, Inc.                  0.0621646348 0.0004838053
AMERICAN CAMPUS COMMUNITIES INC                  -0.2150632889 0.0004838053
American Cannabis Company, Inc.                  -0.3221314623 0.0004838053
AMERICAN CAPITAL PARTNERS LIMITED INC             0.4376362390 0.0004838053
American Carbon Corp                             -0.2943838640 0.0004838053
AMERICAN CITY BUSINESS JOURNALS INC              -0.3159584695 0.0004838053
AMERICAN COMMERCIAL LINES LLC                    -0.1205181205 0.0004838053
AMERICAN CONSUMER PRODUCTS INC                    0.4542801044 0.0004838053
AMERICAN CORP                                    -0.1662219864 0.0004838053
AMERICAN CRANE CORP                               0.2076105980 0.0004838053
American Credit Acceptance, LLC                  -0.4476136795 0.0004838053
AMERICAN DENTAL PARTNERS INC                     -0.2525790858 0.0004838053
AMERICAN DG ENERGY INC                           -0.2344823719 0.0004838053
AMERICAN DISPOSAL SERVICES INC                   -0.4054537663 0.0004838053
AMERICAN EAGLE OUTFITTERS INC                    -0.3446237595 0.0004838053
AMERICAN EDUCATIONAL PRODUCTS INC                -0.1984707459 0.0004838053
AMERICAN ELECTRIC POWER CO INC                   -0.1637965600 0.0004838053
AMERICAN ELECTRIC POWER SERVICE CORP             -0.1641541201 0.0004838053
AMERICAN ELECTRONIC COMPONENTS INC                0.8516092658 0.0004838053
American Energy Partners, Inc.                    0.6140975891 0.0004838053
AMERICAN ENVIRONMENTAL CORP                      -0.3747945188 0.0004838053
AMERICAN EXPRESS CO                              -0.2477765346 0.0004838053
AMERICAN FINANCIAL CORP                           0.1872717302 0.0004838053
AMERICAN FINANCIAL GROUP INC                     -0.0801679319 0.0004838053
AMERICAN FIRST FINANCIAL INC                      1.0492565892 0.0004838053
AMERICAN GREETINGS CORP                          -0.2575038273 0.0004838053
AMERICAN HEALTH INC                              -0.0324559762 0.0004838053
American Healthcare REIT, Inc.                   -0.3008757608 0.0004838053
AMERICAN HOMEPATIENT INC                         -0.3998008777 0.0004838053
American Homes 4 Rent                            -0.2061386694 0.0004838053
AMERICAN HOMESTAR CORP                            0.8645321144 0.0004838053
AMERICAN HONDA FINANCE CORP                      -0.3451366417 0.0004838053
AMERICAN INDUSTRIES LTD                          -0.0556649015 0.0004838053
American Integrity Insurance Group, Inc.         -0.1813759766 0.0004838053
AMERICAN INTERNATIONAL GROUP, INC.               -0.0920984755 0.0004838053
AMERICAN INTERNATIONAL INDUSTRIES INC            -0.2231890010 0.0004838053
AMERICAN JEWELRY CORP                            -0.2930058306 0.0004838053
AMERICAN LAWYER MEDIA INC                        -0.2454629407 0.0004838053
AMERICAN LEARNING Corp                           -0.3632121244 0.0004838053
AMERICAN MEDIA INC                               -0.3459739593 0.0004838053
AMERICAN MEDICAL RESPONSE INC                    -0.3312504244 0.0004838053
American Medical Systems Inc                     -0.1611911870 0.0004838053
AMERICAN MILLENNIUM CORP INC                     -0.1230565249 0.0004838053
AMERICAN NATIONAL INSURANCE CO                   -0.2574033218 0.0004838053
American Oncology Network, Inc.                  -0.0148278459 0.0004838053
