$contributor.employer.matched
                                                   (Intercept)  cycle2020
Altimmune, Inc.                                  -0.5209917213 0.08296017
Alto Ingredients, Inc.                           -0.4156535587 0.08296017
Alto Neuroscience, Inc.                          -0.6314477155 0.08296017
ALTON REAL ESTATE INC                            -0.3407306874 0.08296017
Altra Industrial Motion, Inc.                    -0.3252817963 0.08296017
ALTRES INC                                       -0.4727235069 0.08296017
ALTRIA GROUP, INC.                                0.3881331460 0.08296017
ALTRON INC                                       -0.3892812616 0.08296017
Altus Power, Inc.                                -0.1824110273 0.08296017
ALUMIS INC.                                      -0.2833175407 0.08296017
Alvotech                                          0.8214149390 0.08296017
ALZA CORP                                        -0.4326149848 0.08296017
ALZHEON, INC.                                    -0.3694657595 0.08296017
AM COMMUNICATIONS INC                            -0.1390691602 0.08296017
AM GENERAL CORP                                  -0.1200026495 0.08296017
Amada Co Ltd                                     -0.4362264052 0.08296017
AMAG PHARMACEUTICALS, INC.                       -0.3471209764 0.08296017
AMANDA CO INC                                    -0.1572105651 0.08296017
AMARIN CORP PLC                                  -0.0333739058 0.08296017
AMAZON COM INC                                   -0.3009110944 0.08296017
AMB FINANCIAL CORP                               -0.5616552505 0.08296017
AMBAR INC                                        -0.2653692237 0.08296017
AMBARELLA INC                                    -0.3232498319 0.08296017
Amber Hill, Inc.                                 -0.1594236219 0.08296017
Amber Road, Inc.                                 -0.1923697704 0.08296017
Ambiq Micro, Inc.                                 0.1411832920 0.08296017
AMBRX INC                                        -0.5297111732 0.08296017
AMC ENTERTAINMENT INC                            -0.3547531592 0.08296017
AMC FINANCIAL INC                                 0.2245966676 0.08296017
AMC INC                                          -0.4415830903 0.08296017
AMCOL INTERNATIONAL CORP                         -0.2841633026 0.08296017
AMCON DISTRIBUTING CO                            -0.2713815469 0.08296017
Amcor Flexibles North America, Inc.              -0.2707698644 0.08296017
Amcor plc                                        -0.3185833163 0.08296017
AMCORD INC                                       -0.1593347138 0.08296017
AMDOCS LTD                                       -0.3006491283 0.08296017
Amec Foster Wheeler plc                          -0.4814430402 0.08296017
AMEDISYS INC                                     -0.3374510718 0.08296017
AMELCO CORP                                      -0.4333748768 0.08296017
Amer Sports, Inc.                                -0.3832223716 0.08296017
AMEREN CORP                                      -0.4251175235 0.08296017
Ameren Illinois Co                               -0.3625718863 0.08296017
Ameresco, Inc.                                   -0.3964633333 0.08296017
AMEREX GROUP, INC.                               -0.1512116606 0.08296017
AMERICA CAPITAL CORP                             -0.1119282527 0.08296017
AMERICA WEST AIRLINES INC                         1.4982575441 0.08296017
AMERICAN ACHIEVEMENT CORP                        -0.6195123924 0.08296017
American Addiction Centers, Inc.                 -0.4654560265 0.08296017
American Airlines Group Inc.                     -0.4276440015 0.08296017
AMERICAN AIRLINES, INC.                          -0.2892437925 0.08296017
AMERICAN APPAREL, INC                            -0.4665165988 0.08296017
American Assets Trust, Inc.                      -0.2625018079 0.08296017
AMERICAN AXLE & MANUFACTURING INC                -0.4531402264 0.08296017
AMERICAN BANK INC                                 0.4861859171 0.08296017
AMERICAN BANKNOTE CORP                           -0.1967497293 0.08296017
AMERICAN BARGE LINE CO                           -0.5105866056 0.08296017
AMERICAN BATTERY TECHNOLOGY Co                    0.6913470940 0.08296017
AMERICAN BENEFITS GROUP INC                      -0.3707358597 0.08296017
AMERICAN BILTRITE INC                            -0.4420695272 0.08296017
AMERICAN BIO MEDICA CORP                         -0.5333407032 0.08296017
AMERICAN BUSINESS CORP                           -0.1769977281 0.08296017
American Business Services, Inc.                 -0.0999567349 0.08296017
AMERICAN CAMPUS COMMUNITIES INC                  -0.3505151479 0.08296017
American Cannabis Company, Inc.                  -0.4393980088 0.08296017
AMERICAN CAPITAL PARTNERS LIMITED INC             0.2937975035 0.08296017
American Carbon Corp                             -0.4509858995 0.08296017
AMERICAN CITY BUSINESS JOURNALS INC              -0.4805173798 0.08296017
AMERICAN COMMERCIAL LINES LLC                    -0.2974618839 0.08296017
AMERICAN CONSUMER PRODUCTS INC                    0.3111027841 0.08296017
AMERICAN CORP                                    -0.3171415235 0.08296017
AMERICAN CRANE CORP                               0.0523007733 0.08296017
American Credit Acceptance, LLC                  -0.5997994406 0.08296017
AMERICAN DENTAL PARTNERS INC                     -0.4104279518 0.08296017
AMERICAN DG ENERGY INC                           -0.4424510914 0.08296017
AMERICAN DISPOSAL SERVICES INC                   -0.5567986024 0.08296017
AMERICAN EAGLE OUTFITTERS INC                    -0.4865549123 0.08296017
AMERICAN EDUCATIONAL PRODUCTS INC                -0.3611868372 0.08296017
AMERICAN ELECTRIC POWER CO INC                   -0.3186224121 0.08296017
AMERICAN ELECTRIC POWER SERVICE CORP             -0.3212881993 0.08296017
AMERICAN ELECTRONIC COMPONENTS INC                0.6756433853 0.08296017
American Energy Partners, Inc.                    0.4979058686 0.08296017
AMERICAN ENVIRONMENTAL CORP                      -0.5260780018 0.08296017
AMERICAN EXPRESS CO                              -0.3977752978 0.08296017
AMERICAN FINANCIAL CORP                           0.0492274653 0.08296017
AMERICAN FINANCIAL GROUP INC                     -0.2799300944 0.08296017
AMERICAN FIRST FINANCIAL INC                      0.8912609006 0.08296017
AMERICAN GREETINGS CORP                          -0.4016729022 0.08296017
AMERICAN HEALTH INC                              -0.2164944794 0.08296017
American Healthcare REIT, Inc.                   -0.4464336494 0.08296017
AMERICAN HOMEPATIENT INC                         -0.5577363234 0.08296017
American Homes 4 Rent                            -0.3604705822 0.08296017
AMERICAN HOMESTAR CORP                            0.7278610531 0.08296017
AMERICAN HONDA FINANCE CORP                      -0.4957618427 0.08296017
AMERICAN INDUSTRIES LTD                          -0.2161495446 0.08296017
American Integrity Insurance Group, Inc.         -0.3396415137 0.08296017
AMERICAN INTERNATIONAL GROUP, INC.               -0.2308032037 0.08296017
AMERICAN INTERNATIONAL INDUSTRIES INC            -0.4219069486 0.08296017
AMERICAN JEWELRY CORP                            -0.4501230106 0.08296017
AMERICAN LAWYER MEDIA INC                        -0.4000401389 0.08296017
AMERICAN LEARNING Corp                           -0.5209549315 0.08296017
AMERICAN MEDIA INC                               -0.4888941869 0.08296017
AMERICAN MEDICAL RESPONSE INC                    -0.4777540999 0.08296017
American Medical Systems Inc                     -0.4211116617 0.08296017
AMERICAN MILLENNIUM CORP INC                     -0.2853194049 0.08296017
AMERICAN NATIONAL INSURANCE CO                   -0.4299189672 0.08296017
American Oncology Network, Inc.                  -0.1954092534 0.08296017
American Outdoor Brands, Inc.                    -0.0726275990 0.08296017
AMERICAN OVERSEAS MARINE COMPANY, LLC             0.7756160833 0.08296017
AMERICAN PACIFIC CORP                            -0.3251473729 0.08296017
AMERICAN PORTFOLIOS HOLDINGS INC                 -0.4970145103 0.08296017
AMERICAN POWER CORP.                             -0.2103002559 0.08296017
AMERICAN POWER GROUP Corp                        -0.1441195670 0.08296017
AMERICAN PRECISION INDUSTRIES INC                -0.5280892829 0.08296017
AMERICAN PUBLIC EDUCATION INC                    -0.3561472651 0.08296017
American Railcar Industries, Inc.                -0.5366033409 0.08296017
AMERICAN RE CORP                                 -0.2802293231 0.08296017
American Residential Properties, Inc.            -0.4288345428 0.08296017
AMERICAN RESIDENTIAL SERVICES INC                -0.3625713306 0.08296017
AMERICAN RESOURCE CORP INC                       -0.4286653342 0.08296017
AMERICAN RESTAURANT GROUP INC                    -0.3189187921 0.08296017
AMERICAN ROCK SALT CO LLC                        -0.4177681053 0.08296017
AMERICAN SCIENCE & ENGINEERING, INC.              0.1246850262 0.08296017
