$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
GENERAL MICROWAVE CORP                                        -0.3020239
GENESYS TELECOMMUNICATIONS LABORATORIES INC                   -0.3020239
GENICOM CORP                                                  -0.3020239
Genius Group Ltd                                              -0.3020239
GetGo, Inc.                                                   -0.3020239
Gitlab Inc.                                                   -0.3020239
Glimpse Group, Inc.                                           -0.3020239
GLOBAL INNOVATION CORP.                                       -0.3020239
Global Tech Solutions, Inc.                                   -0.3020239
GLOBAL TECHNOLOGIES LTD                                       -0.3020239
GLOBALFOUNDRIES Inc.                                          -0.3020239
GLOBALSCAPE INC                                               -0.3020239
GLOBECOMM SYSTEMS INC                                         -0.3020239
Glow Holdings, Inc.                                           -0.3020239
GLU MOBILE INC                                                -0.3020239
GoDaddy Inc.                                                  -0.3020239
Golden Star Enterprises Ltd.                                  -0.3020239
GOMEZ INC                                                     -0.3020239
GOOD TECHNOLOGY Corp                                          -0.3020239
GOOGLE INC.                                                   -0.3020239
GRAPHON CORP                                                  -0.3020239
GrayMeta, Inc.                                                -0.3020239
Greentech Innovations, Inc.                                   -0.3020239
GREENWAY MEDICAL TECHNOLOGIES INC                             -0.3020239
GRIFFIN TECHNOLOGY INC                                        -0.3020239
Grindr Inc.                                                   -0.3020239
Growflow Corp.                                                -0.3020239
GSE SYSTEMS INC                                               -0.3020239
GSI TECHNOLOGY INC                                            -0.3020239
GT Advanced Technologies Inc.                                 -0.3020239
GTI CORP                                                      -0.3020239
Guar Global Ltd.                                              -0.3020239
Guerrilla RF, Inc.                                            -0.3020239
Guidance Software, Inc.                                       -0.3020239
Guidewire Software, Inc.                                      -0.3020239
HADCO CORP                                                    -0.3020239
HANDSPRING INC                                                -0.3020239
Hanwha Q CELLS Co., Ltd.                                      -0.3020239
HARBINGER CORP                                                -0.3020239
HARMONIC INC.                                                 -0.3020239
HARRIS CORP                                                   -0.3020239
HashiCorp, Inc.                                               -0.3020239
HAYES CORP                                                    -0.3020239
HBO & CO                                                      -0.3020239
HEADWAY TECHNOLOGIES INC                                      -0.3020239
Health Catalyst, Inc.                                         -0.3020239
HEALTH SYSTEMS SOLUTIONS INC                                  -0.3020239
HEALTHCARE COM CORP                                           -0.3020239
HEALTHCARE SOFTWARE INC                                       -0.3020239
Healthcare Triangle, Inc.                                     -0.3020239
HEALTHSTREAM INC                                              -0.3020239
HEI INC                                                       -0.3020239
Helo Corp.                                                    -0.3020239
HENSCHEL INC                                                  -0.3020239
Hewlett Packard Enterprise Co                                 -0.3020239
HITTITE MICROWAVE CORP                                        -0.3020239
hopTo Inc.                                                    -0.3020239
Hortonworks, Inc.                                             -0.3020239
HP INC                                                        -0.3020239
HPR INC                                                       -0.3020239
HTE INC                                                       -0.3020239
HUBBELL INC                                                   -0.3020239
HUBSPOT INC                                                   -0.3020239
HUMMINGBIRD LTD                                               -0.3020239
HUTCHINSON TECHNOLOGY INC                                     -0.3020239
HUYA Inc.                                                     -0.3020239
HYLAND SOFTWARE INC                                           -0.3020239
HYPERION SOLUTIONS CORP                                       -0.3020239
HYTEK MICROSYSTEMS INC                                        -0.3020239
I2 TECHNOLOGIES INC                                           -0.3020239
i3 Verticals, Inc.                                            -0.3020239
IBIZ INC                                                      -0.3020239
IC2E International Inc.                                       -0.3020239
ICST INC                                                      -0.3020239
ID SYSTEMS INC                                                -0.3020239
Identiv, Inc.                                                 -0.3020239
iDNA, Inc.                                                    -0.3020239
IDS Group, Inc.                                               -0.3020239
IEC ELECTRONICS CORP                                          -0.3020239
IEH Corp                                                      -0.3020239
IENTERTAINMENT NETWORK INC                                    -0.3020239
IGATE CORP                                                    -0.3020239
IHS Inc.                                                      -0.3020239
IHS Markit Ltd.                                               -0.3020239
IMAGEWARE SYSTEMS INC                                         -0.3020239
IMANAGE INC                                                   -0.3020239
IMC Holdings, Inc.                                            -0.3020239
IMMERSION CORP                                                -0.3020239
IMP INC                                                       -0.3020239
IMPAC MEDICAL SYSTEMS INC                                     -0.3020239
IMPERVA INC                                                   -0.3020239
IMPINJ INC                                                    -0.3020239
Imprivata Inc                                                 -0.3020239
inContact, Inc.                                               -0.3020239
indie Semiconductor, Inc.                                     -0.3020239
INDUS INTERNATIONAL INC                                       -0.3020239
INET TECHNOLOGIES INC                                         -0.3020239
Infinera Corp                                                 -0.3020239
INFINITE GROUP INC                                            -0.3020239
INFINITI SOLUTIONS LTD                                        -0.3020239
INFOCUS CORP                                                  -0.3020239
Infor (US), Inc.                                              -0.3020239
Infor, Inc.                                                   -0.3020239
INFORMATICA LLC                                               -0.3020239
INFORMATION ARCHITECTS CORP                                   -0.3020239
Infosys Ltd                                                   -0.3020239
INITIATE SYSTEMS INC                                          -0.3020239
InnoLight Technology Corp                                     -0.3020239
INNOVATIVE MICRO TECHNOLOGY INC                               -0.3020239
INNOVEX INC                                                   -0.3020239
Innovid Corp.                                                 -0.3020239
INPHI Corp                                                    -0.3020239
InPlay Technologies, Inc.                                     -0.3020239
Inrad Optics, Inc.                                            -0.3020239
INSEEGO CORP.                                                 -0.3020239
Inspired Entertainment, Inc.                                  -0.3020239
InsPro Technologies Corp                                      -0.3020239
INSTRUCTURE INC                                               -0.3020239
Intapp, Inc.                                                  -0.3020239
INTEGRATED SILICON SYSTEMS INC                                -0.3020239
INTEGRATED SYSTEMS INC                                        -0.3020239
INTEL CORP                                                    -0.3020239
INTELLECTUAL TECHNOLOGY INC                                   -0.3020239
INTELLICORP INC                                               -0.3020239
INTELLINETICS, INC.                                           -0.3020239
INTELLIWORXX INC                                              -0.3020239
INTERACTIVE INTELLIGENCE INC                                  -0.3020239
INTERCARD INC                                                 -0.3020239
INTERFACE SYSTEMS INC                                         -0.3020239
INTERGRAPH CORP                                               -0.3020239
INTERLINK ELECTRONICS INC                                     -0.3020239
INTERLOGIX INC                                                -0.3020239
Intermec, Inc.                                                -0.3020239
INTERMEDIA CLOUD COMMUNICATIONS, INC.                         -0.3020239
INTERMOLECULAR INC                                            -0.3020239
Internap Corp                                                 -0.3020239
INTERNATIONAL BUSINESS MACHINES CORP                          -0.3020239
INTERNATIONAL MANUFACTURING SERVICES INC                      -0.3020239
INTERNET INITIATIVE JAPAN INC                                 -0.3020239
INTERPHASE CORP                                               -0.3020239
INTERTRUST TECHNOLOGIES Corp                                  -0.3020239
INTERVOICE INC                                                -0.3020239
INTRICON CORP                                                 -0.3020239
INTRINSIX CORP                                                -0.3020239
INTRUSION INC                                                 -0.3020239
INTUIT INC.                                                   -0.3020239
Intuitive Machines, Inc.                                      -0.3020239
InvenSense Inc                                                -0.3020239
IONA TECHNOLOGIES PLC                                         -0.3020239
IonQ, Inc.                                                    -0.3020239
IPC INFORMATION SYSTEMS INC                                   -0.3020239
IPG PHOTONICS CORP                                            -0.3020239
IronNet, Inc.                                                 -0.3020239
ISE LABS INC                                                  -0.3020239
iSign Solutions Inc.                                          -0.3020239
IT Management, Inc.                                           -0.3020239
ITA Holdings, Inc.                                            -0.3020239
ITERIS, INC.                                                  -0.3020239
IXYS, LLC                                                     -0.3020239
JABIL INC                                                     -0.3020239
JACADA LTD                                                    -0.3020239
JACK HENRY & ASSOCIATES INC                                   -0.3020239
JAGGED PEAK, INC.                                             -0.3020239
JAM INC                                                       -0.3020239
JAZZ SEMICONDUCTOR INC                                        -0.3020239
JDA SOFTWARE GROUP INC                                        -0.3020239
Jetblack Corp                                                 -0.3020239
JFrog Ltd                                                     -0.3020239
JNI CORP                                                      -0.3020239
JPM CO                                                        -0.3020239
JTS CORP                                                      -0.3020239
JUDGE GROUP INC                                               -0.3020239
JUNIPER NETWORKS INC                                          -0.3020239
Justworks, Inc.                                               -0.3020239
KALTURA INC                                                   -0.3020239
KEANE, INC.                                                   -0.3020239
Keen Home Inc.                                                -0.3020239
KEMET CORP                                                    -0.3020239
KENEXA CORP                                                   -0.3020239
KEYW HOLDING CORP                                             -0.3020239
Kimball Electronics, Inc.                                     -0.3020239
King Digital Entertainment plc                                -0.3020239
KISMET INC                                                    -0.3020239
Klaviyo, Inc.                                                 -0.3020239
KLDiscovery Inc.                                              -0.3020239
Knightscope, Inc.                                             -0.3020239
KNOVA SOFTWARE, INC.                                          -0.3020239
KnowBe4, Inc.                                                 -0.3020239
Kodiak Robotics, Inc.                                         -0.3020239
Kofax Ltd                                                     -0.3020239
KONAMI CORP                                                   -0.3020239
KOPIN CORP                                                    -0.3020239
KPISoft, Inc.                                                 -0.3020239
KRONOS INC                                                    -0.3020239
Kubient, Inc.                                                 -0.3020239
KULICKE & SOFFA INDUSTRIES INC                                -0.3020239
Kyndryl Holdings, Inc.                                        -0.3020239
KYOCERA CORP                                                  -0.3020239
L 3 COMMUNICATIONS HOLDINGS INC                               -0.3020239
L3 TECHNOLOGIES, INC.                                         -0.3020239
LABARGE INC                                                   -0.3020239
LANDMARK GRAPHICS CORP                                        -0.3020239
LANDMARK SYSTEMS CORP                                         -0.3020239
LANTRONIX INC                                                 -0.3020239
Latitude Solutions, Inc.                                      -0.3020239
Lattice INC                                                   -0.3020239
LATTICE SEMICONDUCTOR CORP                                    -0.3020239
Lawson Software, Inc.                                         -0.3020239
LEARNING CO INC                                               -0.3020239
Leet INC.                                                     -0.3020239
LEGATO SYSTEMS INC                                            -0.3020239
Legion Works, Inc.                                            -0.3020239
Leidos Holdings, Inc.                                         -0.3020239
Leidos, Inc.                                                  -0.3020239
Leonardo DRS, Inc.                                            -0.3020239
LG Display Co., Ltd.                                          -0.3020239
LHS GROUP INC                                                 -0.3020239
Light & Wonder, Inc.                                          -0.3020239
Lightning Gaming, Inc.                                        -0.3020239
LIGHTPATH TECHNOLOGIES INC                                    -0.3020239
Lightspeed Commerce Inc.                                      -0.3020239
Lightspeed Systems, Inc                                       -0.3020239
LIMEADE, INC                                                  -0.3020239
LINE Corp                                                     -0.3020239
LINKEDIN CORP                                                 -0.3020239
LIVEPERSON INC                                                -0.3020239
LIVINGSTON ENTERPRISES INC                                    -0.3020239
Livongo Health, Inc.                                          -0.3020239
Local Matters Inc.                                            -0.3020239
LOGILITY INC                                                  -0.3020239
LogMeIn, Inc.                                                 -0.3020239
LogRhythm, Inc.                                               -0.3020239
LOJACK CORP                                                   -0.3020239
LORAL SPACE & COMMUNICATIONS INC.                             -0.3020239
LOTUS DEVELOPMENT CORP                                        -0.3020239
LOUD TECHNOLOGIES INC                                         -0.3020239
LQ CORP INC                                                   -0.3020239
LSI CORP                                                      -0.3020239
Lumentum Holdings Inc.                                        -0.3020239
LUMERA CORP                                                   -0.3020239
LYCOS INC                                                     -0.3020239
LYRIS, INC.                                                   -0.3020239
MA COM INC                                                    -0.3020239
MAGIC SOFTWARE ENTERPRISES LTD                                -0.3020239
MagnaChip Semiconductor CORP                                  -0.3020239
MAGNETEK, INC.                                                -0.3020239
MAGNETIC TECHNOLOGIES CORP                                    -0.3020239
MAGNITE, INC.                                                 -0.3020239
Majesco                                                       -0.3020239
MAKEMUSIC, INC.                                               -0.3020239
MAKER COMMUNICATIONS INC                                      -0.3020239
MANAGEMENT TECHNOLOGIES INC                                   -0.3020239
MANATRON INC                                                  -0.3020239
Mandiant, Inc.                                                -0.3020239
MANHATTAN ASSOCIATES INC                                      -0.3020239
MAPICS INC                                                    -0.3020239
MAPR TECHNOLOGIES, INC.                                       -0.3020239
MARCHEX INC                                                   -0.3020239
MariaDB plc                                                   -0.3020239
Marketo, Inc.                                                 -0.3020239
MARKETWISE, INC.                                              -0.3020239
Marqeta, Inc.                                                 -0.3020239
MARVELL TECHNOLOGY GROUP LTD                                  -0.3020239
Marvell Technology, Inc.                                      -0.3020239
MAS TECHNOLOGY LTD                                            -0.3020239
Match Group, Inc.                                             -0.3020239
Mattersight Corp                                              -0.3020239
MAVENIR SYSTEMS INC                                           -0.3020239
Maxar Technologies Inc.                                       -0.3020239
Maxeon Solar Technologies, Ltd.                               -0.3020239
MAXIM INTEGRATED PRODUCTS INC                                 -0.3020239
MAXIS INC                                                     -0.3020239
MAXLINEAR, INC                                                -0.3020239
MaxQ AI Ltd.                                                  -0.3020239
McAfee, Inc.                                                  -0.3020239
MCE COMPANIES INC                                             -0.3020239
MCK COMMUNICATIONS INC                                        -0.3020239
mCloud Technologies Corp.                                     -0.3020239
MCMS INC                                                      -0.3020239
MCS INC                                                       -0.3020239
MD TECHNOLOGIES INC                                           -0.3020239
MDI TECHNOLOGIES INC                                          -0.3020239
Medallia, Inc.                                                -0.3020239
MEDASSETS INC                                                 -0.3020239
MEDecision, Inc.                                              -0.3020239
MediaMorph Inc                                                -0.3020239
MEDIC COMPUTER SYSTEMS INC                                    -0.3020239
Medical Information Technology, Inc.                          -0.3020239
Medidata Solutions, Inc.                                      -0.3020239
MEDIWARE INFORMATION SYSTEMS INC                              -0.3020239
MEDRESPONSE CORP.                                             -0.3020239
Meganet Corp                                                  -0.3020239
Mellanox Technologies, Ltd.                                   -0.3020239
MEMSIC Inc                                                    -0.3020239
MENTOR GRAPHICS CORP                                          -0.3020239
MERCURY INTERACTIVE CORP                                      -0.3020239
MERCURY PAYMENT SYSTEMS, INC.                                 -0.3020239
MERCURY SYSTEMS INC                                           -0.3020239
MERGE HEALTHCARE INC                                          -0.3020239
MeridianLink, Inc.                                            -0.3020239
MERIX CORP                                                    -0.3020239
Merlin Labs, Inc.                                             -0.3020239
Merlin, Inc.                                                  -0.3020239
MERU NETWORKS INC                                             -0.3020239
Meta Platforms, Inc.                                          -0.3020239
METALINK LTD                                                  -0.3020239
METHODE ELECTRONICS INC                                       -0.3020239
mF International Ltd                                          -0.3020239
MICREL INC                                                    -0.3020239
MICRO FOCUS INTERNATIONAL PLC                                 -0.3020239
MICROCHIP TECHNOLOGY INC                                      -0.3020239
MICROCOM INC                                                  -0.3020239
MICRON TECHNOLOGY INC                                         -0.3020239
MICROPAC INDUSTRIES INC                                       -0.3020239
MICROS SYSTEMS INC                                            -0.3020239
MICROSEMI CORP                                                -0.3020239
MICROSOFT CORP                                                -0.3020239
MICROVISION, INC.                                             -0.3020239
MICROWAVE TRANSMISSION SYSTEMS INC                            -0.3020239
MIDWAY GAMES INC                                              -0.3020239
Mimecast Ltd                                                  -0.3020239
MIND TECHNOLOGY, INC                                          -0.3020239
MindForge Inc.                                                -0.3020239
MIPS TECHNOLOGIES INC                                         -0.3020239
MISSION CRITICAL SOFTWARE INC                                 -0.3020239
MITEK SYSTEMS INC                                             -0.3020239
MITEL NETWORKS CORP                                           -0.3020239
Mitesco, Inc.                                                 -0.3020239
MiX Telematics Ltd                                            -0.3020239
MNB TECHNOLOGIES INC                                          -0.3020239
MOAI TECHNOLOGIES INC                                         -0.3020239
MOBILEIRON, INC.                                              -0.3020239
MobileSmith, Inc.                                             -0.3020239
MobilityPay Holdings, Inc.                                    -0.3020239
MOBITV, INC.                                                  -0.3020239
MOBIX LABS, INC                                               -0.3020239
MODEL N, INC.                                                 -0.3020239
MODERN HOLDINGS Inc                                           -0.3020239
MOJO ENTERTAINMENT INC                                        -0.3020239
MOLEX INC                                                     -0.3020239
MongoDB, Inc.                                                 -0.3020239
MONOLITHIC POWER SYSTEMS, INC.                                -0.3020239
MONSTER PRODUCTS, INC.                                        -0.3020239
MOSAIX INC                                                    -0.3020239
MOTIVE INC                                                    -0.3020239
Motive Technologies, Inc.                                     -0.3020239
Motorola Solutions, Inc.                                      -0.3020239
MPC CORP                                                      -0.3020239
MPHASE TECHNOLOGIES, INC.                                     -0.3020239
MPSI SYSTEMS INC                                              -0.3020239
MRV COMMUNICATIONS INC                                        -0.3020239
MSC SOFTWARE CORP                                             -0.3020239
MTC TECHNOLOGIES INC                                          -0.3020239
MTM Technologies, Inc.                                        -0.3020239
MTX INTERNATIONAL INC                                         -0.3020239
MULESOFT, INC                                                 -0.3020239
MULTI FINELINE ELECTRONIX INC                                 -0.3020239
MULTIMEDIA PLATFORMS INC.                                     -0.3020239
MYPOINTS COM INC                                              -0.3020239
N-able, Inc.                                                  -0.3020239
Nano Labs Ltd                                                 -0.3020239
NanoFlex Power Corp                                           -0.3020239
NANOSYS, INC.                                                 -0.3020239
NAPCO SECURITY TECHNOLOGIES, INC                              -0.3020239
NAPSTER INC                                                   -0.3020239
NATIONAL INSTRUMENTS CORP                                     -0.3020239
NATIONAL SEMICONDUCTOR CORP                                   -0.3020239
Navan, Inc.                                                   -0.3020239
Navitas Semiconductor Corp                                    -0.3020239
NAVTECH INC                                                   -0.3020239
Nayax Ltd.                                                    -0.3020239
NCI, Inc.                                                     -0.3020239
nCino, Inc.                                                   -0.3020239
NCR Atleos Corp                                               -0.3020239
NCR Voyix Corp                                                -0.3020239
NEC CORP                                                      -0.3020239
NEOMAGIC CORP                                                 -0.3020239
NEOMEDIA TECHNOLOGIES INC                                     -0.3020239
NEON SYSTEMS INC                                              -0.3020239
Neonode Inc.                                                  -0.3020239
NEOPHOTONICS CORP                                             -0.3020239
NESS TECHNOLOGIES INC                                         -0.3020239
NetApp, Inc.                                                  -0.3020239
NETCOMMERCE INC                                               -0.3020239
NetEase, Inc.                                                 -0.3020239
NETGEAR, INC.                                                 -0.3020239
NETIQ CORP                                                    -0.3020239
NETLIST INC                                                   -0.3020239
NETLOGIC MICROSYSTEMS INC                                     -0.3020239
NETSCAPE COMMUNICATIONS CORP                                  -0.3020239
NETSCOUT SYSTEMS INC                                          -0.3020239
Netskope Inc                                                  -0.3020239
NETSOL TECHNOLOGIES INC                                       -0.3020239
NETSTAR INC                                                   -0.3020239
NETSUITE INC                                                  -0.3020239
NETWORK CONNECTION INC                                        -0.3020239
NETWORK SYSTEMS CORP                                          -0.3020239
NETWORTH INC                                                  -0.3020239
NETZERO INC                                                   -0.3020239
Neutron Holdings, Inc.                                        -0.3020239
NEW DIMENSION SOFTWARE LTD                                    -0.3020239
NEW RELIC, INC.                                               -0.3020239
NEXAR TECHNOLOGIES INC                                        -0.3020239
NEXGEN INC                                                    -0.3020239
NEXSAN CORP                                                   -0.3020239
NEXT LEVEL COMMUNICATIONS INC                                 -0.3020239
NEXTGEN HEALTHCARE, INC.                                      -0.3020239
NEXTNAV INC.                                                  -0.3020239
NEXX SYSTEMS INC                                              -0.3020239
NICE Ltd.                                                     -0.3020239
Nimble Storage Inc                                            -0.3020239
NLIGHT, INC.                                                  -0.3020239
NOKIA CORP                                                    -0.3020239
NORTECH SYSTEMS INC                                           -0.3020239
NORTEL NETWORKS CORP                                          -0.3020239
NORTHROP GRUMMAN SYSTEMS CORP                                 -0.3020239
NOTIFY TECHNOLOGY CORP                                        -0.3020239
NOVELL INC                                                    -0.3020239
NS8 CORP                                                      -0.3020239
Nuance Communications, Inc.                                   -0.3020239
Nutanix, Inc.                                                 -0.3020239
NVIDIA CORP                                                   -0.3020239
NWH INC                                                       -0.3020239
NX NETWORKS INC                                               -0.3020239
NXP Semiconductors N.V.                                       -0.3020239
O2MICRO INTERNATIONAL LTD                                     -0.3020239
OAK INDUSTRIES INC                                            -0.3020239
OBJECTSPACE INC                                               -0.3020239
OCLARO, INC.                                                  -0.3020239
Odyssey Semiconductor Technologies, Inc.                      -0.3020239
Okta, Inc.                                                    -0.3020239
OMM INC                                                       -0.3020239
OMNICELL, INC.                                                -0.3020239
OMNIVISION TECHNOLOGIES INC                                   -0.3020239
OMTOOL LTD                                                    -0.3020239
ON SEMICONDUCTOR CORP                                         -0.3020239
ON2 TECHNOLOGIES, INC.                                        -0.3020239
ON24 INC.                                                     -0.3020239
ON4 COMMUNICATIONS INC.                                       -0.3020239
ONE STOP SYSTEMS, INC.                                        -0.3020239
OneSpan Inc.                                                  -0.3020239
OneStream, Inc.                                               -0.3020239
ONI SYSTEMS CORP                                              -0.3020239
Onstream Media CORP                                           -0.3020239
OPEN MARKET INC                                               -0.3020239
OPEN TEXT CORP                                                -0.3020239
OPENTV CORP                                                   -0.3020239
Opera Ltd                                                     -0.3020239
OPNET TECHNOLOGIES INC                                        -0.3020239
OPNEXT INC                                                    -0.3020239
OPOWER, INC.                                                  -0.3020239
OPTI INC                                                      -0.3020239
Optiv Inc.                                                    -0.3020239
ORACLE CORP                                                   -0.3020239
Oracle Systems                                                -0.3020239
ORBIT INTERNATIONAL CORP                                      -0.3020239
OSI SYSTEMS INC                                               -0.3020239
OVERLAND STORAGE INC                                          -0.3020239
OVID TECHNOLOGIES INC                                         -0.3020239
PAGEFLEX INC.                                                 -0.3020239
PagerDuty, Inc.                                               -0.3020239
Palantir Technologies Inc.                                    -0.3020239
Palladyne AI Corp.                                            -0.3020239
PALM INC                                                      -0.3020239
Palo Alto Networks Inc                                        -0.3020239
PaperClip, Inc.                                               -0.3020239
PAR TECHNOLOGY CORP                                           -0.3020239
PARADIGM GEOPHYSICAL LTD                                      -0.3020239
Paradigm Ltd.                                                 -0.3020239
PARADIGM4 INC                                                 -0.3020239
PARETEUM Corp                                                 -0.3020239
PARLEX CORP                                                   -0.3020239
PARSONS CORP                                                  -0.3020239
PASSUR Aerospace, Inc.                                        -0.3020239
Patriot Software Co                                           -0.3020239
Paycom Software, Inc.                                         -0.3020239
PCD INC                                                       -0.3020239
PDF SOLUTIONS INC                                             -0.3020239
PEC SOLUTIONS INC                                             -0.3020239
Penguin Solutions, Inc.                                       -0.3020239
People Inc                                                    -0.3020239
PEOPLESOFT INC                                                -0.3020239
Peraso Inc.                                                   -0.3020239
PEREGRINE SEMICONDUCTOR CORP                                  -0.3020239
PEREGRINE SYSTEMS INC                                         -0.3020239
Perfect Corp.                                                 -0.3020239
PERFICIENT INC                                                -0.3020239
Perion Network Ltd.                                           -0.3020239
PERSONIFY INC                                                 -0.3020239
PERVASIVE SOFTWARE INC                                        -0.3020239
PFO Global, Inc.                                              -0.3020239
PHOENIX INTERNATIONAL LTD INC                                 -0.3020239
PHOENIX TECHNOLOGIES LTD                                      -0.3020239
PHOTRONICS INC                                                -0.3020239
PI HOLDINGS INC                                               -0.3020239
PICIS INC                                                     -0.3020239
PINNACLE DATA SYSTEMS INC                                     -0.3020239
PINTEREST, INC.                                               -0.3020239
Pivotal Software, Inc.                                        -0.3020239
PIXELWORKS, INC                                               -0.3020239
PLANAR SYSTEMS INC                                            -0.3020239
Planet Labs PBC                                               -0.3020239
PLAYSTUDIOS, Inc.                                             -0.3020239
PLEXUS CORP                                                   -0.3020239
Pluralsight, Inc.                                             -0.3020239
Plus Inc.                                                     -0.3020239
PLX TECHNOLOGY INC                                            -0.3020239
PMC SIERRA INC                                                -0.3020239
PNY TECHNOLOGIES INC                                          -0.3020239
PodcastOne, Inc.                                              -0.3020239
POET TECHNOLOGIES INC.                                        -0.3020239
PointClickCare Corp.                                          -0.3020239
POLYCOM INC                                                   -0.3020239
Porch Group, Inc.                                             -0.3020239
PORTAL SOFTWARE INC                                           -0.3020239
POSITION INC                                                  -0.3020239
POWER DESIGNS INC                                             -0.3020239
POWER INTEGRATIONS INC                                        -0.3020239
POWER ONE INC                                                 -0.3020239
POWER PARAGON INC                                             -0.3020239
Powerfleet, Inc.                                              -0.3020239
POWERSOFT CORP                                                -0.3020239
POWERWAVE TECHNOLOGIES INC                                    -0.3020239
PRECISE SOFTWARE SOLUTIONS LTD                                -0.3020239
PRECISION SYSTEMS INC                                         -0.3020239
Preventia, Inc.                                               -0.3020239
PRIMARK CORP                                                  -0.3020239
PRINCETON MEDIA GROUP INC                                     -0.3020239
PRINTRONIX INC                                                -0.3020239
PRINTWARE INC                                                 -0.3020239
PROCORE TECHNOLOGIES, INC.                                    -0.3020239
Professional Diversity Network, Inc.                          -0.3020239
PROS Holdings, Inc.                                           -0.3020239
Prove Identity, Inc.                                          -0.3020239
PROXIM CORP                                                   -0.3020239
PROXIM WIRELESS CORP                                          -0.3020239
PROXIMA CORP                                                  -0.3020239
PSC INC                                                       -0.3020239
PSINET INC                                                    -0.3020239
PTC INC.                                                      -0.3020239
PubMatic, Inc.                                                -0.3020239
PULSE ELECTRONICS CORP                                        -0.3020239
Pulse Network, Inc.                                           -0.3020239
Q2 Holdings, Inc.                                             -0.3020239
QAD INC                                                       -0.3020239
QLIK TECHNOLOGIES INC                                         -0.3020239
QLOGIC CORP                                                   -0.3020239
Qorvo, Inc.                                                   -0.3020239
QUADRAMED CORP                                                -0.3020239
QUALSTAR CORP                                                 -0.3020239
QUALYS, INC.                                                  -0.3020239
Quantinuum Inc.                                               -0.3020239
Quantum Computing Inc.                                        -0.3020239
QUARTERDECK CORP                                              -0.3020239
QUEST SOFTWARE INC                                            -0.3020239
QUICKLOGIC Corp                                               -0.3020239
QUINTUS CORP                                                  -0.3020239
Qumu Corp                                                     -0.3020239
RACKSPACE HOSTING, INC.                                       -0.3020239
Rackspace Technology, Inc.                                    -0.3020239
RADCOM LTD                                                    -0.3020239
RADIANT SYSTEMS INC                                           -0.3020239
RADISYS CORP                                                  -0.3020239
RADYNE CORP                                                   -0.3020239
Rally Software Development Corp                               -0.3020239
RAMBUS INC                                                    -0.3020239
RAMP CORP                                                     -0.3020239
RAMP NETWORKS INC                                             -0.3020239
RAMTEK CORP                                                   -0.3020239
RAND WORLDWIDE INC                                            -0.3020239
Rank One Computing Corp                                       -0.3020239
Rapid7, Inc.                                                  -0.3020239
RAPTOR SYSTEMS INC                                            -0.3020239
RAYTHEON CO                                                   -0.3020239
Rayton Solar Inc.                                             -0.3020239
RAZORFISH INC                                                 -0.3020239
RDA CORP                                                      -0.3020239
RDC INTERNATIONAL INC                                         -0.3020239
Reachout Technology Corp.                                     -0.3020239
RealD Inc.                                                    -0.3020239
REALNETWORKS INC                                              -0.3020239
RealPage, Inc.                                                -0.3020239
RED HAT INC                                                   -0.3020239
Red Violet, Inc.                                              -0.3020239
Rekor Systems, Inc.                                           -0.3020239
REMEDY CORP                                                   -0.3020239
RENAISSANCE LEARNING INC                                      -0.3020239
Renesas Electronics America Inc.                              -0.3020239
REPCO INC                                                     -0.3020239
Resonant Inc                                                  -0.3020239
Resonate Blends, Inc.                                         -0.3020239
RESONATE INC                                                  -0.3020239
RESPONSYS INC                                                 -0.3020239
Retail Pro, Inc.                                              -0.3020239
REXON INC                                                     -0.3020239
REYNOLDS & REYNOLDS CO                                        -0.3020239
RF MICRO DEVICES INC                                          -0.3020239
RFI TECHNOLOGIES, INC.                                        -0.3020239
Ribbon Communications Inc.                                    -0.3020239
Rigetti Computing, Inc.                                       -0.3020239
RIT TECHNOLOGIES LTD                                          -0.3020239
Riverbed Technology, Inc.                                     -0.3020239
RIVEX TECHNOLOGY CORP.                                        -0.3020239
Roblox Corp                                                   -0.3020239
Rocket Fuel Inc.                                              -0.3020239
ROSETTA STONE INC                                             -0.3020239
ROSS TECHNOLOGY INC                                           -0.3020239
RPM ADVANTAGE, INC.                                           -0.3020239
Rubicon Technology, Inc.                                      -0.3020239
Rubrik, Inc.                                                  -0.3020239
RUCKUS WIRELESS INC                                           -0.3020239
RVISION, INC                                                  -0.3020239
SABA SOFTWARE INC                                             -0.3020239
Sabre Corp                                                    -0.3020239
SAFENET INC                                                   -0.3020239
Sailpoint Technologies Holdings, Inc.                         -0.3020239
SailPoint, Inc.                                               -0.3020239
